;Location;Page_n;Title;Url;Date;Description;Clean_text
812;Świat;2;Co ze szczepionką AstraZeneca? Europejska Agencja Leków ogłasza decyzję;https://www.tvp.info/52851862/koronawirus-co-dalej-ze-szczepionka-astrazeneca-konferencja-europejskiej-agencji-lekow;18.03.2021;Europejska Agencja Leków (EMA) ogłosi w czwartek opinię w sprawie szczepionki przeciwko COVID-9 firmy AstraZeneki i doniesień o skutkach ubocznych. Część unijnych krajów wstrzymała podawanie preparatów tego koncernu w związku z pojawieniem się przypadków zakrzepów krwi u niektórych zaszczepionych osób.;Europejska Agencja Leków (EMA) przedstawi w czwartek opinię w sprawie szczepionki przeciwko COVID-9 firmy AstraZeneki i doniesień o skutkach ubocznych. Część unijnych krajów wstrzymało podawanie preparatów tego koncernu w związku z pojawieniem się przypadków zakrzepów krwi u niektórych zaszczepionych osób.  – Najprawdopodobniej Europejska Agencja Leków rekomenduje dalsze używanie szczepionki Astra Zeneca, dlatego że do tej pory przedstawiciele tej agencji mówili, że szczepionka jest w pełni bezpieczna – powiedział wysłannik TVP do Amsterdamu Cezary Gmyz.  Jak mówi dziennikarz, w tej chwili trwa zdalne posiedzenie EMA. – Ona zapoznaje się z opiniami ekspertów, z tzw. badaniami klinicznymi i chce dojść do tego, czy rzeczywiście ta szczepionka może być w dalszym ciągu stosowana – relacjonuje Gmyz.  Podkreślił, że ostateczna decyzja w tej sprawie zależy od Komisji Europejskiej.
813;Świat;2;Koronawirus. Wiadomo, ile dawek szczepionki podano już w UE;https://www.tvp.info/52851179/koronawirus-wiadomo-ile-dawek-szczepionki-podano-juz-w-ue;18.03.2021;Prawie 70 milionów dawek szczepionek przeciw koronawirusowi zostało dostarczonych do unijnych krajów –  poinformowała Komisja Europejska. Z tego 51 milionów dawek zostało podanych. Komisja mówi, że jest postęp w strategii szczepień i podtrzymuje swój cel, czyli zaszczepienie 70 proc. dorosłych w Unii do końca lata.;Prawie 70 milionów dawek szczepionek przeciw koronawirusowi zostało dostarczonych do unijnych krajów – poinformowała Komisja Europejska. Z tego 51 milionów dawek zostało podanych. Komisja mówi, że jest postęp w strategii szczepień i podtrzymuje swój cel, czyli zaszczepienie 70 proc. dorosłych w Unii do końca lata.  Do tej pory na unijny rynek zostały dopuszczone cztery szczepionki: firm BioNTech i Pfizer, Moderny, AstraZeneki oraz Johnson&Johnson. Terminowe dostawy obecnie realizują tylko BioNTech i Pfizer oraz Moderna. Koncern AstraZeneca łamie ustalenia z Komisją Europejską i zamiast 100 milionów dawek szczepionek zamierza dostarczyć zaledwie 30 milionów dawek.   Opóźnienia w dostawach Z kolei amerykańska firma farmaceutyczna Moderna zapowiedziała opóźnienia w dostawach szczepionek do krajów UE w lutym. W ub. miesiącu zapowiedziano, że niedobory zostaną zrekompensowane podczas dostaw szczepionek w marcu.W połowie lutego Agencja Reutera informowała natomiast – powołując się na wysokich urzędników KE – że. Wciąż brakowało ok. 10 mln dawek, które firma obiecała przekazać krajom Unii jeszcze w grudniu 2020 r. Ani Pfizer, ani KE oficjalnie nie skomentowały harmonogramu dostaw.
822;Świat;3;WHO: Nie trzeba przerywać szczepień preparatem AstraZeneca;https://www.tvp.info/52835511/koronawirus-szczepionka-who-nie-trzeba-przerywac-szczepien-preparatem-astrazeneca;18.03.2021;Światowa Organizacja Zdrowia zaleca, by nie przerywać szczepień preparatem AstraZeneca. W opublikowanym oświadczeniu WHO poinformowała, że ryzyko powikłań po szczepieniu jest znacznie mniejsze niż korzyści z przyjęcia zastrzyku.;Światowa Organizacja Zdrowia zaleca, by nie przerywać szczepień preparatem AstraZeneca. W opublikowanym oświadczeniu WHO poinformowała, że ryzyko powikłań po szczepieniu jest znacznie mniejsze niż korzyści z przyjęcia zastrzyku. CZYTAJ WIĘCEJ W RAPORCIE  Kontrowersje wokół brytyjskiej szczepionki zaczęły się, gdy Dania poinformowała o wykryciu zakrzepów krwi u kilku osób zaszczepionych.  Polska nie przerywa szczepień  Sytuacja powtórzyła się w kilku kolejnych krajach, a do dzisiaj szczepienia preparatem AstraZeneca zawiesiło kilkanaście krajów w Europie. Szczepionka nadal podawana jest m.in. w Wielkiej Brytanii, Belgii i w Polsce.  Światowa Organizacja Zdrowia zaapelowała w komunikacie, żeby nie przerywać szczepień. Mike Ryan z WHO podkreślał w czasie czatu z internautami, że nie ma dowodów na związek zakrzepów ze szczepieniem. „Wirus ma znacznie większe szanse, by zrobić krzywdę niż potencjalne, ale bardzo niewielkie, ryzyko związane z tą szczepionką” – dodał Mike Ryan.  Czytaj więcej: „To spowoduje zgony”. Brytyjskie media o wstrzymywaniu szczepionki AstraZeneki [WIDEO]  W czwartek ostateczną opinię w tej sprawie ma wydać Europejska Agencja Leków. Regulator już wcześniej podkreślał, że preparat AstraZeneca jest bezpieczny. Eksperci twierdzą, że na 5 mln osób, które dostały zastrzyk w Europie, zakrzepy wystąpiły jedynie u 30 osób.
823;Świat;3;Prezydent Tanzanii zmarł na COVID-19. Był koronasceptykiem;https://www.tvp.info/52835337/tanzania-nie-zyje-prezydent-john-magufuli-zmarl-na-koronawirus;18.03.2021;"Wiceprezydent Tanzanii Samia Sulhu Hassan ogłosiła w środę w państwowej telewizji, że prezydent John Magufuli nie żyje. Był on znany z bagatelizowania pandemii koronawirusa; od kilku tygodni nie pokazywał się publicznie; media i opozycja twierdzą, że zachorował na COVID-19.";"Wiceprezydent Tanzanii Samia Sulhu Hassan ogłosiła w środę w państwowej telewizji, że prezydent John Magufuli nie żyje. Był on znany z bagatelizowania pandemii koronawirusa; od kilku tygodni nie pokazywał się publicznie; media i opozycja twierdzą, że zachorował na COVID-19. „Z wielkim żalem informuję, że dziś, 17 marca 2021 r. o godz. 17 straciliśmy naszego odważnego przywódcę, prezydenta Tanzanii Johna Pombe Josepha Magufuli, który zmarł na serce w szpitalu Mzena w Dar es Salaam, gdzie był leczony” – powiedziała w TBC.  Sceptycznie nastawiony do pandemii  61-letni Magufuli od 27 lutego nie pokazywał się publicznie, a media podawały, że leży w szpitalu w Nairobi, gdzie jest podłączony do respiratora i choruje na COVID-19. Jego chorobie zaprzeczyli wysokiej rangi politycy rządowi.  Magufuli, sceptycznie nastawiony do pandemii, był krytykowany za sposób, w jaki radzi sobie z koronawirusem w Tanzanii: ani razu nie wprowadzono w tym kraju kwarantanny, a w zamian władze zalecały poleganie na sile modlitwy i tradycyjnych metodach leczenia, takich jak inhalacje parą wodną.  Czytaj więcej: Atak nożycami chirurgicznymi na oddziale covidowym. Kobieta zmarła  W maju ubiegłego roku prezydent nakazał zaprzestanie liczenia zakażeń koronawirusem; poinformował, że w Tanzanii wycofano stosowanie testów na obecność koronawirusa, ponieważ dały wynik dodatni przy badaniu próbek m.in. kozy i papai.  a miesiąc później ogłosił, że jego kraj wyeliminował SARS-CoV-2 po trzech dniach postu i modlitw."
829;Świat;3;„To spowoduje zgony”. Brytyjskie media o wstrzymywaniu szczepionki AstraZeneki [WIDEO];https://www.tvp.info/52829448/koronawirus-wielka-brytania-w-kwestii-szczepionki-astrazeneca-panstwa-ue-blednie-oceniaja-korzysci-i-ryzyko;17.03.2021;Decyzje kolejnych państw, zwłaszcza w UE, by wstrzymać podawanie szczepionki AstraZeneki z powodu nieudowodnionych jej związków z powstawaniem zakrzepów krwi to błędna ocena korzyści i zagrożeń, która spowoduje więcej zgonów – oceniają brytyjskie media i tamtejsi eksperci. Zarówno prasa jak i specjaliści przekonują, że wstrzymywanie szczepień preparatem koncernu AstraZeneca bez dowodów naukowych, powoduje wzrost nieufności społecznej do wszystkich szczepionek, co w ogólnym rozrachunku zwiększają liczbę zgonów z powodu COVID-19.;Decyzje kolejnych państw, zwłaszcza w UE, by wstrzymać podawanie szczepionki AstraZeneki z powodu nieudowodnionych jej związków z powstawaniem zakrzepów krwi to błędna ocena korzyści i zagrożeń, która spowoduje więcej zgonów – oceniają brytyjskie media i tamtejsi eksperci. Zarówno prasa jak i specjaliści przekonują, że wstrzymywanie szczepień preparatem koncernu AstraZeneca bez dowodów naukowych, powoduje wzrost nieufności społecznej do wszystkich szczepionek, co w ogólnym rozrachunku zwiększają liczbę zgonów z powodu COVID-19. „Nawet najsurowsi krytycy poczynań Borisa Johnsona w kwestii pandemii przyznają, że brytyjski program szczepień odniósł sukces. Ponad 24 mln osób dostało przynajmniej jeden zastrzyk (w środę po południu poinformowano, że liczba ta przekroczyła już 25 mln – red.). Niestety tempo szczepień w Unii Europejskiej było mniejsze, częściowo z powodu nadmiernej ostrożności w odniesieniu do możliwych skutków ubocznych szczepionki AstraZeneki” – pisze w komentarzu redakcyjnym „The Times”.  „Sformułowanie »zasada ostrożności« zostało niesłusznie przywołane, aby usprawiedliwić powolne wprowadzanie szczepionki. Jest to na swój sposób nieodpowiedzialna reakcja na nieuzasadnione obawy i będzie kosztować życie. Ludzie, którzy byliby chronieni, gdyby szybko do nich dotarto, teraz zakażą się koronawirusem. Spowoduje to zgony, których można było uniknąć – podkreśla gazeta.  W podobnym tonie komentuje sprawę „Financial Times”. Jak dodaje, nawet jeśli w najgorszym przypadku dalsze badania dowiodą, że szczepionki mogą powodować rzadkie, śmiertelne skutki uboczne, niekoniecznie będzie to uzasadniało zaprzestanie szczepień, a raczej przeprowadzenie analizy ryzyka i korzyści. „Konieczne byłoby porównanie szacowanych zgonów i poważnych zachorowań wynikających ze stosowania szczepionek z dodatkowymi zgonami i zachorowaniami spodziewanymi w związku z przypadkami COVID-19, którym szczepienia mogłyby zapobiec” – wskazuje „FT”. – Trudno jest zrozumieć, dlaczego tak wiele krajów zdecydowało się zaprzestać stosowania szczepionki. Wiele z tych krajów przechodzi przez trzecią falę, a zaprzestając stosowania szczepionki, w rzeczywistości powodują więcej problemów. Nieużywanie szczepionki doprowadzi bezpośrednio do zwiększenia występowania infekcji, a ludzie będą umierać w konsekwencji tych decyzji – powiedział w rozmowie z radiem BBC prof. Jeremy Brown, członek brytyjskiej Wspólnej Komisji ds. Szczepień i Immunizacji (JCVI).Kent Woods, były dyrektor brytyjskiej agencji regulacji leków MHRA, w rozmowie z BBC przypomniał, że w ostatnich dniach w Unii Europejskiej z powodu Covid-19 umiera ok. 2000 osób dziennie. – Chociaż kuszące jest twierdzenie, że organy regulacyjne w tych krajach działają w celu zwiększenia bezpieczeństwa, uważam, że postępują wręcz przeciwnie. Myślę, że w rzeczywistości zwiększają ryzyko dla ludności w obliczu bardzo poważnej pandemii – powiedział.
832;Świat;3;Paszporty szczepionkowe. KE przedstawiła projekt;https://www.tvp.info/52827073/ke-przedstawila-projekt-paszportow-szczepionkowych;17.03.2021;Komisja Europejska przedstawiła w środę projekt Cyfrowego Zielonego Certyfikatu. Jest on też określany mianem paszportu szczepionkowego. W założeniu ma ułatwić bezpieczne i swobodne przemieszczanie się w UE podczas pandemii COVID–19.;"Komisja Europejska przedstawiła w środę projekt Cyfrowego Zielonego Certyfikatu. Jest on też określany mianem paszportu szczepionkowego. W założeniu ma ułatwić bezpieczne i swobodne przemieszczanie się w UE podczas pandemii COVID–19. Jak poinformowała KE, Cyfrowy Zielony Certyfikat będzie dowodem na to, że dana osoba została zaszczepiona przeciwko COVID–19, uzyskała negatywny wynik testu na obecność koronawirusa lub wyzdrowiała po COVID–19. Będzie on dostępny bezpłatnie w formie cyfrowej lub papierowej; będzie zawierał kod QR, gwarantujący bezpieczeństwo i autentyczność certyfikatu.  KE ma stworzyć specjalny portal, który zapewni weryfikację wszystkich certyfikatów w całej UE i będzie wspierać państwa członkowskie w technicznym wdrażaniu certyfikatów.  Cyfrowy Zielony Certyfikat ma być ważny we wszystkich państwach członkowskich UE i będzie otwarty dla Islandii, Liechtensteinu, Norwegii i Szwajcarii.  Ma być wydawany obywatelom UE i członkom ich rodzin, niezależnie od ich obywatelstwa. Powinien być również wydawany obywatelom krajów spoza UE, którzy mieszkają w UE, oraz odwiedzającym, którzy mają prawo podróżować do innych państw członkowskich.KE liczy na szybką ścieżkę legislacyjną."
833;Świat;3;Niemiecki rząd planuje przedłużyć lockdown do końca kwietnia;https://www.tvp.info/52825006/niemiecka-prasa-lockdown-zostanie-przedluzony-do-konca-kwietnia;17.03.2021;Wbrew wcześniejszym zapewnieniom niemiecki rząd federalny planuje przedłużyć większość obostrzeń do końca kwietnia – wynika z informacji tamtejszych mediów. Głównymi powodami decyzji są pogarszająca się sytuacja epidemiczna i problemy ze szczepionką firmy AstraZeneca.;Wbrew wcześniejszym zapewnieniom niemiecki rząd federalny planuje przedłużyć większość obostrzeń do końca kwietnia – wynika z informacji tamtejszych mediów. Głównymi powodami decyzji są pogarszająca się sytuacja epidemiczna i problemy ze szczepionką firmy AstraZeneca. CZYTAJ WIĘCEJ W RAPORCIE  W poniedziałek odbędzie się w Berlinie kolejne spotkanie kanclerz Angeli Merkel z premierami landów. Jeszcze kilka dni temu ministrowie rządu federalnego nie kryli nadziei, że najpóźniej wtedy będą mogli ogłosić decyzję o poluzowaniu obostrzeń.   Zamieszanie ze szczepionką AstraZeneca
838;Świat;3;Nowe zalecenia sanitarne we Włoszech. Brytyjska odmiana koronawirusa atakuje;https://www.tvp.info/52816868/nowe-zalecenia-sanitarne-we-wloszech-brytyjskiej-odmiana-koronawirusa-atakuje;17.03.2021;Włosi ogłosili raport z listą nowych zasad sanitarnych w związku z rozprzestrzenianiem się brytyjskiej odmiany koronawirusa. Mówią one o zachowaniu odległości dwóch metrów między spożywającymi posiłek przy tym samym stole, o kwarantannie dla zaszczepionych, jeśli przebywali w towarzystwie zakażonych.;Włosi ogłosili raport z listą nowych zasad sanitarnych w związku z rozprzestrzenianiem się brytyjskiej odmiany koronawirusa. Mówią one o zachowaniu odległości dwóch metrów między spożywającymi posiłek przy tym samym stole, o kwarantannie dla zaszczepionych, jeśli przebywali w towarzystwie zakażonych. CZYTAJ WIĘCEJ W RAPORCIE  Władze sanitarne podkreślają w raporcie, że agresywna brytyjska mutacja koronawirusa dotyczy 50 proc. nowych przypadków i wymaga większej ostrożności, dlatego zalecają zachowanie dystansu dwóch metrów, zwłaszcza przy zdjętych maseczkach, m.in. w restauracji.  Osoby już zaszczepione po kontakcie z zakażonym powinny odbyć 10-14-dniową kwarantannę. Ci zaś, którzy mają się zaszczepić, a mogli mieć kontakt z zakażonym, mogą to uczynić dopiero po zakończeniu takiej kwarantanny.   Zaszczepieni mogą się zakazić Ozdrowieńcy powinni być zaczepieni do pół roku po zakażeniu, bo ochrona trwa średnio około pięciu miesięcy.Czytaj więcej:Raport ostrzega: zaszczepieni mogą się zakazić, „ponieważ żadna szczepionka nie jest w stu procentach skuteczna”, a odpowiedź immunologiczna u pacjentów może być różna.
843;Świat;4;Czy AstraZeneca doprowadziła do zakrzepów? Szefowa EMA o dowodach;https://www.tvp.info/52809474/koronawirus-czy-astrazeneca-doprowadzila-do-zakrzepow-szefowa-ema-o-dowodach;16.03.2021;Szefowa Europejskiej Agencji Leków (EMA) Emer Cooke powiedziała, że korzyści z zaszczepienia preparatem AstraZeneka przewyższają ryzyko, ale dochodzenie w sprawie skutków ubocznych trwa. Podkreśliła, że nic nie wskazuje na to, że zaszczepienie preparatem tej firmy doprowadziło do wystąpienia zakrzepów krwi.;Szefowa Europejskiej Agencji Leków (EMA) Emer Cooke powiedziała, że korzyści z zaszczepienia preparatem AstraZeneka przewyższają ryzyko, ale dochodzenie w sprawie skutków ubocznych trwa. Podkreśliła, że nic nie wskazuje na to, że zaszczepienie preparatem tej firmy doprowadziło do wystąpienia zakrzepów krwi.  – Musimy poznać fakty – powiedziała szefowa unijnej agencji. To odpowiedź na wątpliwości części unijnych krajów, które wstrzymały podawanie preparatów AstraZeneki w związku z pojawieniem się przypadków zakrzepów krwi u niektórych zaszczepionych osób.  Emer Cooke podkreśliła, że eksperci unijnej agencji zbierają informacje z państw członkowskich i dopiero po pełnym i dogłębnym przeanalizowaniu danych ogłoszą swoją ocenę. Ma ona być opublikowana w czwartek, po nadzwyczajnej naradzie.  Wskazała, że EMA dalej uważa, iż korzyści z przyjęcia szczepionki przeciw COVID-19 są wyższe niż związane z tym ryzyko. – Jeśli szczepione są miliony ludzi, to jest nieuchronne, że pojawiają się rzadkie i poważne incydenty chorób (...) po szczepieniu. Naszą rolą jest, aby zapewnić, że podejrzane reakcje są szybko analizowane, by odpowiedzieć na pytanie, czy to efekt uboczny szczepionki, czy koincydencja – powiedziała szefowa EMA.
848;Świat;4;Nowa mutacja koronawirusa we Francji. Nie wykrywają jej tradycyjne testy;https://www.tvp.info/52807452/koronawirus-nowa-mutacja-nie-wykrywaja-jej-tradycyjne-testy-francja;16.03.2021;We Francji potwierdzono przypadek wystąpienia nowego wariantu koronawirusa – poinformowało tamtejsze ministerstwo zdrowia. Nie wiadomo, czy jest bardziej zaraźliwy i groźniejszy od pierwotnej wersji. Mutacji tej nie wykrywają tradycyjne testy: PCR i antygenowe.;We Francji potwierdzono przypadek wystąpienia nowego wariantu koronawirusa – poinformowało tamtejsze ministerstwo zdrowia. Nie wiadomo, czy jest bardziej zaraźliwy i groźniejszy od pierwotnej wersji. Mutacji tej nie wykrywają tradycyjne testy: PCR i antygenowe.  Nową mutację potwierdzono w regionie Bretanii, w szpitalu w miejscowości Lannion. Ministerstwo zdrowia Francji przekazało, że wstępna analiza nie wykazała, by ten nowy wariant był poważniejszy lub bardziej transmisyjny niż inne.  Według danych Agencji Zdrowia publicznego (SPF) w poniedziałek zapadalność na COVID-19 wzrosła o 14 proc. w porównaniu do niedzieli.  – Zdecydowaliśmy o regionalnych lockdownach w regionach, gdzie wskaźnik zapadalności wynosił 400 na 100 tys. mieszkańców – stwierdził premier Jean Castex.  Szef rządu wypowiadał się również pesymistycznie na temat tegorocznych wakacji, podkreślając, że pandemia nie ustąpi i „wakacje nie będą normalne”.  W ciągu ostatniej doby zakażenie koronawirusem potwierdzono u 6471 osób . Łączna liczba wykrytych zakażeń od początku pandemii wzrosła do 4 078 133. W szpitalach zmarło 333 chorych. Tym samym liczba ofiar śmiertelnych koronawirusa wzrosła we Francji do 90 788.  Do szpitali trafiło 1676 chorych, 401 na oddziały intensywnej terapii. Liczba pacjentów hospitalizowanych wzrosła o 480 i wynosi 25 469. Na oddziałach intensywnej terapii leczonych jest 4219 chorych, czyli więcej niż w szczycie zachorowań jesienią.
850;Świat;4;Chiny zatwierdziły kolejną własną szczepionkę na COVID-19;https://www.tvp.info/52806322/koronawirus-chiny-zatwierdzily-kolejna-wlasna-szczepionke-do-uzycia-kryzysowego;16.03.2021;Władze Chin zatwierdziły szczepionkę przeciwko COVID-19 opracowaną przez Instytut Mikrobiologii Chińskiej Akademii Nauk (IMCAS) do użycia kryzysowego – podały miejscowe media. To piąta rodzima szczepionka dopuszczona do stosowania w Chinach kontynentalnych.;Władze Chin zatwierdziły szczepionkę przeciwko COVID-19 opracowaną przez Instytut Mikrobiologii Chińskiej Akademii Nauk (IMCAS) do użycia kryzysowego – podały miejscowe media. To piąta rodzima szczepionka dopuszczona do stosowania w Chinach kontynentalnych. Szczepionka o nazwie CHO Cell przechodzi obecnie próby kliniczne późnej fazy w Chinach, Uzbekistanie, Indonezji, Pakistanie i Ekwadorze. Na początku marca została zatwierdzona do użycia kryzysowego przez władze Uzbekistanu – przekazała chińska agencja prasowa CNS.  Specyfik opracowany przez IMCAS we współpracy z firmą Anhui Zhifei Longcom Biopharmaceutical należy do grupy szczepionek podjednostkowych białkowych, podobnie jak preparat amerykańskiego koncernu Novavax. Nie zawierają one całych wirusów, a jedynie oczyszczone białka, które wywołują odpowiedź układu odpornościowego i wytworzenie przeciwciał.  Do powszechnego stosowania w Chinach kontynentalnych dopuszczono jak dotąd cztery rodzime szczepionki, z czego trzy zatwierdzono przedtem do użycia w ograniczonej skali. W ramach trwającego od lipca 2020 r. programu szczepień kryzysowych podawano je przedstawicielom niektórych grup zawodowych.  W komunikacie IMCAS nie podano, jakie grupy społeczne czy zawodowe mają otrzymać specyfik CHO Cell w ramach szczepień kryzysowych. Chińskie władze planują zaszczepienie 40 proc. ludności kraju przed końcem lipca.– wynika z informacji państwowej komisji zdrowia.
851;Świat;4;Ekspert: SARS-CoV-2 „przeskoczył” z nietoperzy na ludzi;https://www.tvp.info/52806017/koronawirus-przenosi-sie-z-nietoperzy-na-ludzi-bez-wiekszych-zmian;16.03.2021;Do tej pory zaobserwowano bardzo niewielką i mało istotną zmianę genetyczną między wariantem wirusa SARS-CoV-2 wykrytym u nietoperzy a tym, który odpowiada za pandemię COVID-19 – czytamy na łamach „PLOS Biology”.;"Do tej pory zaobserwowano bardzo niewielką i mało istotną zmianę genetyczną między wariantem wirusa SARS-CoV-2 wykrytym u nietoperzy a tym, który odpowiada za pandemię COVID-19 – czytamy na łamach „PLOS Biology”.  Od grudnia 2019 r., przez pierwsze 11 miesięcy pandemii, wirus w stosunku do swojej pierwotnej, odzwierzęcej „formy” zmienił się bardzo nieznacznie – wykazali naukowcy z University of Glasgow (wraz z kolegami z Temple University w Filadelfii) po przeanalizowaniu setek tysięcy zsekwencjonowanych genomów wirusów.  „Nie oznacza to oczywiście, że nie zaszły w nim żadne zmiany. Mutacje bez większego znaczenia ewolucyjnego gromadzą się cały czas, jak we wszystkich innych wirusach – mówi pierwszy autor publikacji dr Oscar MacLean.  Neutralne procesy ewolucyjne „Są też zmiany, które mają jakieś zauważalne znaczenie: np. mutacja Spike D614G, zwiększająca zdolność przenoszenia się, ale generalnie od początku pandemii dominują neutralne procesy ewolucyjne” – dodaje. – Taki zastój można przypisać bardzo podatnej naturze ludzkiej populacji na ten typ patogenów, przy jednoczesnej ograniczonej presji ze strony odporności populacji. „To, co nas jednak zaskoczyło, to fakt, że SARS-CoV-2 od samego początku był przenoszony właśnie jako SARS-CoV-2"" – dodaje prof. Sergei Pond, współautor badania.  „Zwykle wirusy, które przeskakują na nowy gatunku żywiciela, potrzebują trochę czasu, aby uzyskać pełną adaptację i móc się rozprzestrzeniać. Co więcej: większość z nich nigdy nie przekracza tego etapu, co prowadzi do ich wyginięcia lub powstania tylko lokalnej epidemii, która samoistnie wygasa”.  Badając procesy mutacyjne SARS-CoV-2 i pokrewnych mu wirusów naukowcy odkryli dowody na dość znaczącą zmianę genetyczną, do której doszło w pewnym momencie ich ewolucji, jednak było to jeszcze przed pojawieniem się SARS-CoV-2 u ludzi. Oznacza to, że charakter tego wirusa i jego łatwość do przenoszenia się między kolejnymi gospodarzami, najprawdopodobniej wyewoluowały jeszcze u nietoperzy.   Intrygując struktura genomu „Co ciekawe, jeden z najbardziej podobnych do SARS wirusów nietoperzy – RmYN02 – ma bardzo intrygującą strukturę genomu. Składa się zarówno z segmentów SARS-CoV-2, jak i innego koronawirusa tych ssaków, przy czym do połączenia obu tych składowych w nowy gatunek doszło u nietoperzy, bez potrzeby pośredniego gatunku zwierzęcia” – opowiada uczestniczący w badaniach doktorant Spyros Lytras. Natomiast przyczyną tego, że pod koniec 2020 r. wirus zaczął nas atakować mocniej i doszło do zwiększenia tempa jego ewolucji, jesteśmy – jak mówią autorzy publikacji – my sami i nasz profil immunologiczny. Wirus coraz częściej wchodził w kontakt z odpornością gospodarza ludzkiego, ponieważ przybywało osób, które przeszły infekcję.  Spowodowało to utrwalanie się tych wariantów, które mogą łatwiej wymykać się odpowiedzi immunologicznej. I waśnie te nowe, selektywne mutacje szerzą się teraz.  Zdaniem ekspertów ważne, aby pamiętać, że SARS-CoV-2 nadal jest groźnym wirusem, choć w zdecydowanej większości przypadków jest usuwany przez nasz układ odpornościowy. Mimo mutacji dostępne szczepionki będą nadal działać na większość krążących wariantów, ale im więcej czasu upłynie i im większa będzie różnica między liczbą zaszczepionych i nieszczepionych, tym większa będzie szansa na wymykanie się wirusa spod kontroli.   Nowe wyzwanie „Pierwszym wyzwaniem w czasie pandemii było opracowanie szczepionki. Teraz mamy nowe wyzwanie: jak najszybszeświatowej populacji” – podsumowują autorzy publikacji."
858;Świat;4;Szczepienia preparatem AstraZeneca zawieszone w kolejnych krajach;https://www.tvp.info/52791182/wlochy-niemcy-francja-koronawirus-szczepienia-przeciw-covid-19-preparatem-astrazeneca-zawieszone-jedna-osoba-zmarla;15.03.2021;Kolejne kraje wstrzymują podawanie szczepionki firmy AstraZeneca. Powodem są podejrzenia, że preparat powoduje zakrzepy. Producent, Europejska Agencja Leków i Światowa Organizacja Zdrowia powtarzają jednak, że nie ma powodów do obaw i że szczepionka jest bezpieczna.;Kolejne kraje wstrzymują podawanie szczepionki firmy AstraZeneca. Powodem są podejrzenia, że preparat powoduje zakrzepy. Producent, Europejska Agencja Leków i Światowa Organizacja Zdrowia powtarzają jednak, że nie ma powodów do obaw i że szczepionka jest bezpieczna.  Lista krajów, które wstrzymały podawanie szczepionki AstraZeneca, liczy kilkanaście państw.   W ostatnich godzinach decyzję taką podjęły Niemcy, Francja, Włochy, Hiszpania, Portugalia, Słowenia, Łotwa i Kongo, a wcześniej między innymi Dania, Norwegia, Irlandia, Holandia i Indonezja. Tajlandia natomiast wznowiła podawanie preparatu.   Kontrowersje zaczęły się, gdy u kilkorga pacjentów w Danii i w Norwegii po podaniu szczepionki wykryto zakrzepy. We Włoszech prokurator regionu Piemont zabezpieczył niemal 400 tysięcy dawek szczepionki po śmierci jednego z zaszczepionych pacjentów. Światowa Organizacja Zdrowia tymczasem twierdzi, że nie ma powodów do obaw.     W najbliższych dniach EMA ma przeprowadzić analizę wszystkich danych dotyczących zdarzeń zakrzepowo-zatorowych. Komitet ds. Bezpieczeństwa EMA (PRAC) zwołał nadzwyczajne posiedzenie na czwartek, 18 marca, w celu podsumowania zebranych informacji. Europejska Agencja Leków orzekła, że nie ma związku między szczepieniami, a zakrzepami i że podawanie preparatu może być kontynuowanie, w czasie gdy trwa dochodzenie – mówi szef WHO Tedros Adhanom Ghebreyesus.W najbliższych dniach EMA ma przeprowadzić analizę wszystkich danych dotyczących zdarzeń zakrzepowo-zatorowych. Komitet ds. Bezpieczeństwa EMA (PRAC) zwołał nadzwyczajne posiedzenie na czwartek, 18 marca, w celu podsumowania zebranych informacji.   Producent szczepionki, firma AstraZeneca, po raz kolejny podkreślił w oświadczeniu, że preparat jest bezpieczny. Koncern poinformował, że na 17 milionów dawek podanych na terenie Unii Europejskiej i Wielkiej Brytanii wykryto 40 przypadków zakrzepów krwi. Szczepionka AstraZeneca była do tej pory podawana w 65 krajach na świecie. Jest to druga po tym względem szczepionka po preparacie firm Pfizer/BioNTech.
864;Świat;5;Co dalej ze szczepionką AstraZeneca? Europejska Agencja Leków zwołuje naradę;https://www.tvp.info/52794577/koronawirus-szczepionka-astrazeneca-tematem-nadzwyczajnej-narady-europejskiej-agencji-lekow;15.03.2021;W czwartek odbędzie się nadzwyczajna narada Europejskiej Agencji Leków w sprawie doniesień o domniemanych skutkach ubocznych szczepionek firmy AstraZeneca. Unijna agencja poinformowała, że bada te informacje, a w czwartek podsumuje dotychczasowe ustalenia i podejmie ewentualne decyzje.;W czwartek odbędzie się nadzwyczajna narada Europejskiej Agencji Leków w sprawie doniesień o domniemanych skutkach ubocznych szczepionek firmy AstraZeneca. Unijna agencja poinformowała, że bada te informacje, a w czwartek podsumuje dotychczasowe ustalenia i podejmie ewentualne decyzje.  To reakcja na wstrzymanie przez część krajów szczepień AstraZeneką z powodu wystąpienia zakrzepów w naczyniach krwionośnych u niektórych zaszczepionych osób.  EAL zapewnia, że bada szczegółowo wszystkie doniesienia i przeprowadza rygorystyczną analizę danych dotyczących przypadków zakrzepowo-zatorowych. Chodzi o to, by stwierdzić, czy mogła się do tego przyczynić szczepionka AstraZeneki, czy też przyczyny są inne.  Unijna agencja podkreśla jak na razie , że takie przypadki wystąpiły dotąd u bardzo małej liczby zaszczepionych osób.
